,rc_num,rc_name,rc_view,rc_rec,rc_scrap,rc_type,rc_sit,rc_sort,rc_nick,rc_info,rc_ing,rc_diff,rc_time
67,932617,만두국,12300,8,70,끓이기,일상,가공식품류,국/탕,오늘은 만두 파  달걀만 있으면 완성되는 따끈따끈 만둣국입니다. 국물의 감칠맛을 위해 육수를 사용해주면 좋지만 그게 안되더라도 멸치다신물도 괜찮으니깐 쇠고기 넣고 그러기 귀찮으실때 좋아요.,[재료] 만두 드실만큼| 물(쇠고기육수or쇠고기or멸치다신물도가능)| 파 1대| 달걀 1개| 김 약간 [양념] 소금 적당량,아무나,15분이내
68,955155,햄에그샌드위치,14805,4,141,굽기,도시락,밀가루,빵,요리 책에서만 보았던 피타빵을 구했어요~~ 우선 손쉽게 해 먹을 수 있는 햄에그 샌드위치를 만들어 보았어요,[피타빵 1개 속재료] 달걀 2개| 우유 2큰술| 소금 약간| 슬라이스햄 4~6장| 슬라이스치즈 2장| 샐러드 양상추 2장| 식용유 약간 [양념] 머스터드 기호에따라서| 스위트칠리 기호에따라서,초급,30분이내
69,955234,스시롤,16050,4,98,무침,일상,해물류,밥/죽/떡,맛도 모양도 좋은 레인보우 스시롤입니다. 화려하고 입에 살살 녹는 롤이랍니다.,[재료] 초밥 1/2공기| 구운 김밥 김 1장| 초밥용새우| 훈제연어| 아보카도 슬라이스 4~5 조각| 날치알| 무순| 와사비 약간 [맛살샐러드 재료] 게맛살(크래미종류) 3줄| 다진 샐러리 1/3컵| 다진 양파 1/3컵| 마요네즈 1큰술| 아보카도 1/4개| 오이 1/4개| 단무지 1줄 [발사믹소스] 발사믹 식초 1/4컵| 포도즙(포도쥬스) 1컵| 설탕 1T,초급,30분이내
70,960574,치즈파스타,24178,17,100,볶음,일상,밀가루,면/만두,물에 넣고 15분만 끓이면 완성되는 네가지 치즈맛 푸실리를 만들어 먹었어요. 봉지안에 푸실리면과 분말소스가 들어 있어서 아주 간편해요. 전 좀 씹는맛이 있는게 좋아서 집에 있는 데친 브로콜리와 블랙올리브  베이컨을 추가해서 넣었답니다.,[재료] 네가지맛 치즈푸실리 1/2봉지| 찬물 300ml| 우유 200ml| 로레토 블랙 올리브 3큰술| 데친 브로콜리 1줌| 베이컨 2줄 [양념] 후춧가루 약간| 파슬리가루 약간,아무나,15분이내
71,973552,베이글그라탕,3442,12,30,굽기,일상,밀가루,양식,체다치즈와 피자치즈 듬뿍 얹어 한번 구워주는 부드러운 이맛. 토마토 소스도 듬뿍 들어가 베이글이 말랑말랑 기분좋은 이 맛!! 느껴보실수 있으실꺼에요.,[재료] 베이글 1개| 토마토 300g(큰것 한개)| 양파 60g| 노란 체다치즈 1장| 피자치즈 듬뿍 [양념] 소금 조금| 케첩 2TS| 설탕 1/2TS| 허니머스터드소스 적당량,초급,30분이내
72,978606,해초샐러드,9358,11,45,데치기,다이어트,쌀,샐러드,하루사메라고 들어 보셨나요? 하루사메(はるさめ)는 우리말로 봄비라는 뜻인데요. 일본식 당면이라고 생각하시면 빠를것 같아요. 주로 녹두나 감자전분이 주성분인 하루사메는 칼로리도 낮고 깔끔해서 샤브샤브나 스키야키  국물요리나 각종 샐러드에 많이 사용한다고 해요. 미쯔칸 하루사메로 전 상큼한 하루사메 해초 샐러드를 만들어 보았어요. 드레싱도 만들 필요 없이 상큼한 미쯔칸 유자폰즈소스를 사용 했답니다.,[재료] 미쯔칸 하루사메 100그램| 모둠해초 100그램| 청오이 1/2개| 토마토 1/2개| 칵테일새우 1줌| 날치알 적당히 [양념] 미쯔칸 유자폰즈소스 50cc,아무나,30분이내
73,982029,키위요거트파르페,5913,11,95,기타,간식,과일류,차/음료/술,상큼함과 싱그러움을 가득 담은 새콤달콤 키위 요거트 파르페입니다.,[재료] 키위 3개| 플레인요거트 250ml| 시리얼 1/2컵| 웨하스| 바닐라아이스크림 [양념] 휘핑크림| 메이플시럽,아무나,15분이내
74,986395,고구마롤돈까스,5637,16,24,튀김,손님접대,돼지고기,메인반찬,노오란 고구마를 품은~~ 고구마롤 돈까스 만들어볼게요,[재료] 돈까스용 등심 200g| 호박고구마 1개| 완두콩캔 50g| 밀가루+빵가루 적당량| 유정란 2개 [양념] 청주 1큰술| 마늘솔트 조금,초급,30분이내
75,995527,크림그라탕,5178,13,48,굽기,일상,해물류,양식,부드럽고 고소한 영양식 크랩&콘 크림그라탕입니다.,[재료] 물 70ml| 삼색 하트파스타+삼색 동물모양 파스타 100그램| 냉동게살 100그램| 스위트콘 150그램| 양파 1/3개| 붉은 파프리카 1/3개| 브로콜리 1/3개| 사브로소 포도씨유 1큰술| 모짜렐라치즈 150그램| 파슬리가루 약간 [양념] 마마크림소스 1팩| 우유 180ml| 백후추가루 1작은술,초급,30분이내
76,996742,바나나두유,2380,11,14,기타,간식,과일류,차/음료/술,고소하고 달콤한 바나나두유입니다.,[재료] 두유 500ml| 바나나 4개| 땅콩분태 50g,아무나,10분이내
77,999703,시금치불고기샌드위치,10030,10,145,기타,이유식,밀가루,빵,시금치 한우 불고기 샌드위치,[재료] 생시금치 40g| 불고기용 쇠고기 100g| 양파1/4개| 노랑파프리카| 빵 [샌드위치 소스] 허니머스터드| 돈까스소스 [불고기 양념] 간장 2작은술| 참기름 1작은술| 다진마늘 1작은술 [참깨드레싱] 참깨 1큰술| 마요네즈 3큰술,초급,30분이내
78,1002680,파스타그라탕,5738,14,22,굽기,손님접대,밀가루,양식,간단하지만 넘 맛난 곰돌이파스타 그라탕,[재료] 곰돌이파스타 100g| 양파 1/2개| 청피망 1/2개| 노랑파르리카 1/2개| 다홍파프리카 1/2개| 냉동유기농야채 50g| 슬라이스치즈 1장| 피자치즈 충분히 [양념] 버터 1큰술| 스파게티소스 8큰술| 핫소스 1큰술,초급,30분이내
79,1005515,대구찜,6125,11,30,찜,일상,해물류,메인반찬,담백 짭쪼름한 대구뚝배기찜입니다~!,[재료] 대구(또는 생태) 2토막| 소금| 곤이 100g| 대파| 청고추(청양고추) 약간| 홍고추 약간 [양념] 다진마늘 1작은술| 고춧가루 1/2큰술| 멸치육수 1/2컵| 국간장,중급,30분이내
80,1011169,바게트샌드위치,4446,8,19,기타,간식,밀가루,빵,썰어 먹는 바게트 샌드위치,[재료] 바게트빵 1개| 치즈 4장| 프랑크햄 2개| 파프리카 1/2개| 오이 1/2개 [허니머스터드 소스] 실온버터 50g| 머스터드 15g| 꿀 20g,초급,30분이내
81,1018546,단호박크림파스타,3490,14,42,볶음,일상,밀가루,면/만두,단호박을 넣고 크림소스를 만들어 파스타 해먹었어요. 여기에 날치알을 더해 톡톡 튀는 재밌는 식감까지 더한 아이들도 좋아하는 맛의 파스타예요.,[재료] 단호박 찐것 100그램| 파스타 100그램| 양파 1/3개| 햄 50그램| 스위트콘 2큰술| 데친 브로콜리 1줌 [양념] 생크림 1컵| 우유 1+1/2컵| 소금 1작은술| 올리브유 1큰술| 후춧가루 약간| 날치알 2큰술,초급,15분이내
82,1025313,닭볶음우동,6965,9,96,기타,일상,가공식품류,면/만두,중독성깊은 닭볶음우동입니다.,[재료] 버섯| 우동| 닭고기| 파 [양념] 고추장 2TS| 고춧가루 1TS| 참기름 1TS| 설탕 1TS| 다진마늘 1TS| 간장 2TS| 물엿 1TS| 카레가루 2TS| 후추 조금| 소금 약간 | 청주(또는소주),초급,30분이내
83,1025726,명란젓알밥,5582,9,53,비빔,일상,채소류,밥/죽/떡,새싹채소로 명란젓 알밥입니다.,[재료] 새싹채소| 맛살| 부추| 김| 밥 [양념] 명란젓| 대파다진것| 다진마늘| 참기름| 고춧가루 약간| 깨소금 약간 ,아무나,30분이내
84,1025727,잣죽,52577,11,374,끓이기,초스피드,곡류,밥/죽/떡,우유까지 넣어 더 고소한 아침밥으로 좋은 잣죽입니다.,[재료] 잣 1줌| 밥 3숫가락| 우유 2/3컵| 물 [양념] 소금 약간,아무나,15분이내
85,1025981,삼겹살김치볶음밥,19826,16,353,볶음,초스피드,돼지고기,밥/죽/떡,매콤 고소한 삼겹살 김치볶음밥입니다.,[재료] 삼겹살 1/2줌(100g)| 김치 1/6포기| 대파 1/4뿌리| 밥 1공기 [본 양념] 간장 0.5큰술| 설탕 0.3큰술| 참기름 0.5큰술 [고기 밑간] 다진마늘 0.5큰술| 소금| 후춧가루,초급,30분이내
86,1032082,소세지샌드위치,7985,10,47,기타,간식,가공식품류,빵,소세지샌드위치,[재료] 햄버거빵 3개(170g)| 쏘세지 3개(195g)| 방울토마토 50g| 양상추 30g| 치커리 5g| 양파 30g| 오이22g| 오이피클 35g| 씨겨자 10g| 마요네즈 15g,초급,30분이내
87,1032144,사시미곤약쫄면,7710,15,64,비빔,일상,가공식품류,면/만두,칼로리도 낮은 사시미곤약쫄면입니다.,[재료] 사시미곤약분말 15그램| 물 1000cc| 보라색천연색소 1~2mg| 토마토 1개| 양상치 1컵| 계란 삶은 것 1개 [양념] 초고추장 2스푼 ,초급,30분이내
88,1032630,오징어짬뽕라면,17556,18,151,끓이기,해장,해물류,면/만두,얼큰하게 한그릇 어때요? 오징어짬뽕라면~,[재료] 오징어 1/2마리| 새우 10마리| 양배추 1줌| 양파 1개| 당근 1/4개| 라면사리 1개| 물 4컵| 대파 1/4뿌리| 풋고추 1개 [양념] 고춧가루 1스푼 | 식용유 5스푼 | 다진마늘 1스푼 | 국간장 0.5스푼 | 굴소스 1스푼 | 소금 약간| 후추가루 약간,초급,30분이내
89,1032656,토마토참치스파게티,4810,14,15,볶음,일상,채소류,면/만두,생토마토로 신선하게 토마토 참치 스파게티,[재료] 스파게티면 100g| 토마토 2개| 양파 1/2개| 참치캔 1/2통| 다진마늘 0.5T| 올리브유 1T [양념] 토마토 페이스트 1.5T| 케첩 1T| 설탕 0.5T| 오레가노 0.4T| 소금 약간| 후추가루 약간,초급,30분이내
90,1032673,킹크랩파스타,6332,15,68,볶음,일상,해물류,면/만두,입에서 살살 녹네 킹크랩 파스타,[재료] 킹크랩 1/4마리| 새우 5마리| 마늘 3쪽| 양파 1/2개| 청피망 1/2개| 홍피망 1/2개| 새송이버섯 1줌| 파스타면 1인분| 우유 1+1/2컵 [양념] 올리브오일 4스푼 | 화이트와인 1스푼 | 밀가루 1스푼 | 핫소스 0.5스푼 | 파슬리가루 약간| 소금 약간| 후춧가루 약간,초급,60분이내
91,1032680,삼겹살김치파스타,9904,19,98,볶음,일상,돼지고기,면/만두,한국인 입맛에 딱 삼겹살 김치 파스타,[재료] 삼겹살 1/2줌(100g)| 김치 1/2컵| 파스타면 1줌| 청양고추 1개 [양념] 다진마늘 0.5T| 올리브유| 소금| 후춧가루,초급,30분이내
92,1058078,볶음밥,16215,21,43,볶음,일상,쌀,밥/죽/떡,매콤한걸 워낙 좋아라하는지라 볶음밥 만들어 맛나게 먹었답니다. ,[재료] 밥 1공기| 양송이 버섯 3개| 브로콜리 적당량| 양파 1/2개| 햄 적당량 [양념] 간장 4큰술| 청주 2큰술| 물 5큰술| 굴소스 1작은술| 물엿 1큰술| 고춧가루 1큰술| 다진마늘,아무나,10분이내
93,1059745,돈까스,4531,14,30,튀김,일상,돼지고기,메인반찬,상큼한~~~귤소스 돈까스 만들어볼게요,[재료] 돈까스용 등심 400g| 계란 2개| 튀김가루 적당량| 빵가루 적당량| 청주 조금| 허브맛솔트 조금| 올리브오일 조금 [양념] 귤 3개| 셀러리 1/2대| 양파 1/4개| 레몬즙 1큰술| 마요네즈 4큰술| 올리브유 2큰술| 꿀 1작은술,초급,60분이내
94,1065440,참치샌드위치,16293,21,53,기타,초스피드,밀가루,빵,아침거르지마세요~ - 참치샌드위치,[재료] 빵(식빵이나 모닝빵등)| 참치캔| 마요네즈| 다진피클 [양념] 머스터드소스,초급,30분이내
95,1077843,베이글에그샌드위치,7738,19,40,기타,간식,밀가루,빵,든든한 하루를 열어줄 베이글 에그 샌드위치,[재료] 베이글 1개| 달걀 2개| 다진 양파 1/2큰술 [양념] 마요네즈| 머스터드소스 약간| 소금 약간| 후추 약간,초급,30분이내
96,1081164,돈까스피자,3590,20,27,굽기,간식,돼지고기,빵,고소하고담백한~ 돈까스피자 만들어볼게요,[재료] 돼지고기돈까스용| 밀가루| 달걀| 빵가루| 유기농옥수수콘| 유기농완두콩| 블랙올리브| 피자치즈| 튀김오일 [양념] 케찹,초급,30분이내
97,1084212,새우스파게티,8157,20,87,볶음,일상,해물류,면/만두,굴소스향 은은하니 ~ 굴소스 새우 스파게티,[재료] 스파게티 1인분(80~100g)| 소금 약간| 올리브유 약간| 새우 1줌| 양파 1/2개| 마늘 3개| 양송이버섯 3개 [양념] 굴소스 1/2~1큰술| 소금 약간| 후추 약간,초급,30분이내
98,1090972,볶음우동,4386,20,33,볶음,일상,밀가루,면/만두,큼직한 고기가 씹히는 매콤한 볶음 우동입니다.,[재료] 우동사리 1개| 돼지고기 앞다리살 1줌| 양송이버섯 3개| 양파 1/2개| 대파 1/2뿌리| 다진 마늘 1큰술 [고기밑간] 맛술| 소금| 후추 [소스] 간장 4큰술| 청주 2큰술| 물 5큰술| 굴소스 1작은술| 물엿 1큰술| 고춧가루 1큰술,초급,30분이내
99,1098016,쇠고기당근감자말이,4205,7,38,조림,손님접대,소고기,메인반찬,한우 쇠고기 당근감자 말이(케첩+돈까스 소스) 만들어볼게요,[재료] 다하누 쇠고기 180g| 당근 1/2개| 감자 1/2개 [양념] 굵은 소금 1큰술| 녹말가루| 허브맛솔트 약간| 통마늘(소스용) 2쪽| 통마늘(장식용) 2쪽| 기름 2큰술| 케찹 2큰술| 돈까스소스 2큰술| 물 2큰술,초급,60분이내
100,1098050,시금치불고기샌드위치,4490,16,31,기타,간식,밀가루,빵,시금치 한우 불고기 샌드위치,[재료] 생시금치 40g| 불고기용 쇠고기 100g| 양파 1/4개| 노랑파프리카| 빵 [샌드위치 소스양념] 허니머스터드소스| 돈까스소스 [불고기 양념] 간장 2작은술| 참기름 1작은술| 다진마늘 1작은술 [참깨드레싱] 참깨 1큰술| 마요네즈 3큰술,초급,30분이내
101,1107777,건강을 비벼요 참치회새싹덮밥과 참치샐러드,4028,10,13,비빔,일상,해물류,밥/죽/떡,등푸른 생선중의 하나인 참치는 양질의 단백질과 철분  비타민이 풍부해서 한창 자라는 아이들에게 참좋은 생선이라고 해요... 언젠가 한의원가서 들은바로는 키크는데도 좋은 식품이라고도 하더라구요....^ ^ DHA성분까지 풍부하니 울 아이들 머리좋아지는덴 딱이겠죠?? 저희집에서는 주로 참치다다키를 자주 해먹는편인데.... 어제는 새싹채소들을 넣고 맛있게 비벼먹었답니다.. 상큼하게 만든 초고추장을 넣고 비벼먹으면서 참치샐러드는 옵션이라죠.,[참치비빔밥 재료] 참치 70g| 새싹채소 1팩| 밥 [참치샐러드 재료] 참치 50g| 양상추| 적채 적당량| 딸기 3개 [참치 양념] 참기름| 레몬즙 [초고추장 양념] 고추장 2큰술| 식초 3큰술| 레몬즙 1큰술| 설탕 1/2큰술| 마늘 1알| 깨소금 1작은술 [샐러드드레싱] 마요네즈| 머스타드소스| 레몬즙| 설탕 적당량,초급,30분이내
102,1107818,새우야채죽,10873,20,94,끓이기,일상,해물류,밥/죽/떡,부드럽고 든든한 새우야채죽입니다.,[재료] 칵테일새우 1줌| 밥 1공기| 물 밥의 1.5배정도| 양파 1/4개| 당근 1/4개 [양념] 소금 약간| 김가루| 참기름| 깨,초급,30분이내
103,1114526,뚝배기불고기,25765,27,264,끓이기,일상,육류,메인반찬,뜨끈하게 먹는 부드러운 뚝배기불고기입니다.,[재료] 소고기 불고기용(우둔살이나 설도) 100g| 양파 1/4개| 불린 당면 1줌| 팽이버섯 1/4봉지| 썰어둔 대파 1/2줌 [양념] 진간장 2큰술| 설탕 1큰술| 다진파 1큰술| 다진 마늘 1큰술| 맛술 1큰술| 후춧가루 약간| 깨 약간| 참기름 약간| 국간장 약간,초급,30분이내
104,1124936,마늘참치볶음밥,11870,21,107,볶음,일상,쌀,밥/죽/떡,어느집에나 있는 간단한 재료로 만들기 쉽고 맛도 좋은 아침밥 한가지 알려드릴께요~~ 바로 마늘과 참치캔만 있으면 누구나 손쉽게 뚝딱 만들어낼수 있는 마늘참치볶음밥이랍니다~!! 아이들이나 남편 도시락으로도 아주 좋아요~,[재료] 밥 1공기| 참치캔 3숟갈| 마늘 25g| 청양고추 1개 [양념] 참기름 1숟갈| 포도씨유 1숟갈| 소금 약간,아무나,10분이내
105,1125533,훈제오리딸기샐러드,4196,11,43,굽기,간식,육류,샐러드,황사에 좋은 훈제오리를 이용해서 딸기 샐러드를 만들어봤어요. 훈제오리의 간간함과 제철과일 딸기  그리고 푸릇푸릇 가득한 채소들 덕에 황사 뿐 아니라 봄철 춘곤증도 이겨낼수 있을꺼같죠? (이건 제생각입니다),[재료] 훈제오리고기 1줌| 상추| 새싹| 토마토| 치커리| 딸기 10개 정도 [양념] 허니 머스터드 소스 약간,아무나,15분이내
106,1138520,꽁치버거샌드위치,2320,6,14,기타,간식,밀가루,빵,카레 꽁치버거 샌드위치 ,[재료] 흑미식빵 4쪽| 꽁치통조림 1/2캔| 양파 1/2개| 빨간피망 약간| 초록피망 약간| 빵가루 듬뿍 3스푼| 양배추 채썬것 약간| 토마토 작은것 1개| 체다치즈 2장 [양념] 카레가루 듬뿍 1스푼| 후춧가루 약간| 소금 약간| 식용유 적당량| 마요네즈 약간| 케찹 약간,초급,30분이내
107,1138534,베이컨치즈샌드위치,13874,13,62,기타,간식,밀가루,빵,베이컨치즈 샌드위치,[재료] 식빵 4장| 치즈 2장| 베이컨 2장| 옥수수캔 약간,초급,30분이내
